sequence,From,To,address_id,total_transactions,transactions_initiated,transactions_received,average_transaction_value,total_transaction_value,average_outgoing_value,average_incoming_value,total_outgoing_value,total_incoming_value,last_outgoing_transaction_value,last_incoming_transaction_value,value1,value2,value3,value4,timestamps1,timestamps2,timestamps3,timestamps4,label
6369,6370,516,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.6,0.0,0.0,0.0,0,0,0,0,1
6370,6371,550,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-1.5,0.0,0.0,0.0,0,0,0,0,1
6371,6372,649,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6372,6373,654,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6373,6374,657,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6374,6375,662,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6375,6376,799,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-1.5,0.0,0.0,0.0,0,0,0,0,1
6376,6377,806,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6377,6378,823,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6378,6379,829,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.3,0.0,0.0,0.0,0,0,0,0,1
6379,6380,1033,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6380,6381,1057,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-1.5,0.0,0.0,0.0,0,0,0,0,1
6381,6382,1116,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6382,6383,1120,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,0.22,0.0,0.0,0.0,0,0,0,0,1
6383,6384,1168,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,4.048827286,0.0,0.0,0.0,0,0,0,0,1
6384,6385,1209,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6385,6386,1313,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,-0.15,0.0,0.0,0,0,0,0,1
6386,6387,1515,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6387,6388,1525,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6388,6389,1573,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,-0.15,0.0,0.0,0,0,0,0,1
6389,6390,1756,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6390,6391,1768,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6391,6392,1945,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6392,6393,2062,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.75,0.0,0.0,0.0,0,0,0,0,1
6393,6394,2104,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6394,6395,2111,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6395,6396,2147,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6396,6397,2157,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6397,6398,2248,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6398,6399,2333,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,1.647611202,0.0,0.0,0.0,0,0,0,0,1
6399,6400,2396,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,-0.45,0.0,0.0,0,0,0,0,1
6400,6401,2461,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,-0.75,0.0,0.0,0,0,0,0,1
6401,6402,2492,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6402,6403,2518,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,-0.15,0.0,0.0,0,0,0,0,1
6403,6404,2637,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6404,6405,2783,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6405,6406,2818,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6406,6407,2852,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.3,0.0,0.0,0.0,0,0,0,0,1
6407,6408,2884,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,-0.15,0.0,0.0,0,86,0,0,1
6408,6409,3048,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6409,6410,3208,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6410,6411,3301,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,0.299403525,0.0,0.0,0.0,0,0,0,0,1
6411,6412,3316,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,3.747804253,0.0,0.0,0.0,0,0,0,0,1
6412,6413,3323,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6413,6414,3414,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.3,0.0,0.0,0.0,0,0,0,0,1
6414,6415,3567,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,0.296829747,0.0,0.0,0.0,0,0,0,0,1
6415,6416,3623,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.3,0.0,0.0,0.0,0,0,0,0,1
6416,6417,3685,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6417,6418,3757,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6418,6419,3761,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6419,6420,3805,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,-0.15,0.0,0.0,0,0,0,0,1
6420,6421,3884,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.45,0.0,0.0,0.0,0,0,0,0,1
6421,6422,852,2372,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
6422,6423,79,2373,1,1,0,0.05,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0,0,0,0,0
6423,6424,3836,2374,2,1,1,4.399631,8.799262,0.1,8.699262,0.1,8.699262,0.1,8.699262,-8.699262,0.0,0.0,0.0,0,0,0,0,0
6424,6425,3860,2374,2,1,1,4.399631,8.799262,0.1,8.699262,0.1,8.699262,0.1,8.699262,0.1,0.0,0.0,0.0,0,0,0,0,0
6425,6426,1844,2375,2,2,0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0,0,0,0,0
6426,6427,2345,2376,1,1,0,0.043611056,0.043611056,0.043611056,0.0,0.043611056,0.0,0.043611056,0.0,0.043611056,0.0,0.0,0.0,0,0,0,0,0
6427,6428,1513,2377,1,0,1,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.02,-0.02,0.0,0.0,0.0,0,0,0,0,0
6428,6429,1305,2378,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
6429,6430,13,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,101,101,107,1
6430,6431,13,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,107,107,107,115,1
6431,6432,13,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,115,115,115,115,1
6432,6433,13,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,115,115,0,0,1
6433,6434,698,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6434,6435,744,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6435,6436,769,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6436,6437,803,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6437,6438,809,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6438,6439,846,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6439,6440,865,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6440,6441,865,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6441,6442,889,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.179342938,0.0,0.0,0.0,0,0,0,0,1
6442,6443,942,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,-0.481,0.0,0.0,0.0,0,0,0,0,1
6443,6444,954,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,-0.042887438,0.0,-0.2,0,1135,1135,1177,1
6444,6445,954,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,-0.024879429,0.0,-0.5112375,1177,1185,1185,1247,1
6445,6446,954,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,-0.072675,0.0,-1.0,1247,1333,1333,1341,1
6446,6447,954,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,-4.655,0.0,-1.62332595,1341,1341,1341,1368,1
6447,6448,954,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,-0.07,0.0,-0.02,1368,1376,1376,1378,1
6448,6449,954,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,1378,0,0,0,1
6449,6450,1009,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6450,6451,1031,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6451,6452,1062,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6452,6453,1090,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6453,6454,1158,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6454,6455,1253,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,-0.093567367,0.0,-0.064410517,0.0,0,0,50,50,1
6455,6456,1253,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,-0.061981677,0.0,-0.029254775,0.0,50,50,50,50,1
6456,6457,1253,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,-0.978159867,0.0,71,71,71,71,1
6457,6458,1253,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,14.8,0.0,1.58,0.0,156,182,182,0,1
6458,6459,1258,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.2,0.16,0.66,0.96,0,7,63,88,1
6459,6460,1258,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.95,-7.6,0.37,0.0,149,157,181,0,1
6460,6461,1310,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,5,0,1
6461,6462,1318,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,-0.09292797,0.0,0.0,0.0,0,0,0,0,1
6462,6463,1358,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6463,6464,1438,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6464,6465,1448,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6465,6466,1624,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6466,6467,1697,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6467,6468,1705,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6468,6469,1752,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6469,6470,1752,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6470,6471,1752,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6471,6472,1752,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6472,6473,1752,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6473,6474,1832,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6474,6475,1835,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6475,6476,1970,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6476,6477,2000,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6477,6478,2076,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6478,6479,2116,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,-0.1,0.0,0.0,0.0,0,0,0,0,1
6479,6480,2122,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6480,6481,2130,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,-0.350019019,0.0,0.0,0.0,0,0,0,0,1
6481,6482,2131,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6482,6483,2338,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,-0.001,0.0,0.0,0.0,0,0,0,0,1
6483,6484,2441,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6484,6485,2451,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6485,6486,2495,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6486,6487,2516,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6487,6488,2546,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6488,6489,2577,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,83,109,110,1
6489,6490,2577,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,110,110,0,0,1
6490,6491,2639,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6491,6492,2651,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6492,6493,2737,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6493,6494,2876,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,-0.1,0.0,0.0,0.0,0,0,0,0,1
6494,6495,2978,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.5,0.0,0.0,0.0,0,0,0,0,1
6495,6496,2991,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,-1.606510025,0.0,0.0,0.0,0,0,0,0,1
6496,6497,3128,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6497,6498,3128,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,182,1
6498,6499,3128,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,182,0,0,0,1
6499,6500,3349,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6500,6501,3376,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6501,6502,3398,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6502,6503,3425,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6503,6504,3554,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6504,6505,3565,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6505,6506,3759,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,-0.25915011,-0.625432342,0.0,0.0,0,44,0,0,1
6506,6507,3812,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6507,6508,3816,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6508,6509,3846,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.074492172,0.0,0.0,0.0,0,0,0,0,1
6509,6510,3854,2379,163,136,27,0.252130393,41.0972541,0.150248788,0.765311814,20.43383511,20.66341899,0.179342938,0.02,0.0,0.0,0.0,0.0,0,0,0,0,1
6510,6511,2821,2380,1,1,0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0,0,0,0,0
6511,6512,1305,2381,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
6512,6513,2591,2382,1,1,0,0.185,0.185,0.185,0.0,0.185,0.0,0.185,0.0,0.185,0.0,0.0,0.0,0,0,0,0,0
6513,6514,2591,2383,1,1,0,0.22,0.22,0.22,0.0,0.22,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0,0,0,0,0
6514,6515,1106,2384,1,1,0,0.05,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0,0,0,0,0
6515,6516,3869,2385,2,1,1,0.1515,0.303,0.1,0.203,0.1,0.203,0.1,0.203,-0.203,0.1,0.0,0.0,0,69,0,0,0
6516,6517,2126,2386,2,2,0,0.058399845,0.116799691,0.058399845,0.0,0.116799691,0.0,0.016799691,0.0,0.1,0.016799691,0.0,0.0,0,0,0,0,0
6517,6518,2805,2387,1,1,0,0.039366737,0.039366737,0.039366737,0.0,0.039366737,0.0,0.039366737,0.0,0.039366737,0.0,0.0,0.0,0,0,0,0,0
6518,6519,56,2388,2,2,0,0.45,0.9,0.45,0.0,0.9,0.0,0.3,0.0,0.6,0.3,0.0,0.0,0,18,0,0,0
6519,6520,3682,2389,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
6520,6521,2693,2390,1,1,0,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0,0,0,0,0
6521,6522,3484,2391,1,1,0,0.055,0.055,0.055,0.0,0.055,0.0,0.055,0.0,0.055,0.0,0.0,0.0,0,0,0,0,0
6522,6523,1844,2392,1,1,0,0.08,0.08,0.08,0.0,0.08,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0,0,0,0,0
6523,6524,1455,2393,1,0,1,0.72,0.72,0.0,0.72,0.0,0.72,0.0,0.72,-0.72,0.0,0.0,0.0,0,0,0,0,0
6524,6525,2821,2394,1,1,0,0.075,0.075,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.0,0.0,0,0,0,0,0
6525,6526,1844,2395,1,1,0,0.008348971,0.008348971,0.008348971,0.0,0.008348971,0.0,0.008348971,0.0,0.008348971,0.0,0.0,0.0,0,0,0,0,0
6526,6527,2371,2396,2,2,0,0.3,0.6,0.3,0.0,0.6,0.0,0.45,0.0,0.15,0.45,0.0,0.0,0,0,0,0,0
